id,marital_status,custody_status,count_prison_stays,time_in_prison,case_m,case_f,case_total,case_hard,case_drug,case_gambling,age_first_offense,count_arrest
421,Single,Jail Inmate,0,,1,3,19,1,0,0,39,4
422,Single,Jail Inmate,0,,1,1,2,0,2,0,21,2
423,Single,Pretrial Defendant,0,,2,1,12,1,0,0,29,1
424,Single,Jail Inmate,0,,5,1,7,1,2,0,20,3
425,Married,Pretrial Defendant,0,,1,0,1,0,0,0,67,1
426,Single,Pretrial Defendant,0,,6,6,25,0,4,0,37,14
427,Single,Jail Inmate,0,,5,6,14,1,1,0,23,16
428,Single,Jail Inmate,0,,2,2,6,1,2,0,36,7
429,Single,Jail Inmate,0,,3,0,3,0,0,0,18,2
430,Single,Jail Inmate,1,2840,4,4,9,1,4,0,23,4
431,Married,Pretrial Defendant,0,,0,24,26,3,0,0,32,11
432,Single,Jail Inmate,0,,11,5,27,1,2,0,18,15
433,Single,Jail Inmate,0,,1,5,6,0,0,0,32,5
434,Single,Pretrial Defendant,0,,1,2,3,1,0,0,18,2
435,Single,Jail Inmate,0,,10,1,17,0,0,0,26,10
436,Married,Jail Inmate,0,,3,0,4,0,0,0,28,2
437,Single,Jail Inmate,0,,1,3,5,3,0,0,21,3
438,Single,Jail Inmate,0,,12,7,28,0,10,0,22,27
439,Single,Pretrial Defendant,0,,0,7,12,0,3,0,24,10
440,Single,Jail Inmate,0,,11,5,46,1,7,0,20,19
441,Single,Jail Inmate,0,,0,1,1,0,0,0,21,1
442,Single,Pretrial Defendant,0,,4,2,7,1,0,0,31,2
443,Single,Jail Inmate,0,,1,1,2,0,2,0,32,2
444,Unknown,Pretrial Defendant,0,,6,5,20,1,1,0,21,15
445,Married,Jail Inmate,0,,8,3,14,0,4,0,22,10
446,Significant Other,Jail Inmate,0,,1,0,3,0,0,0,18,0
447,Divorced,Pretrial Defendant,0,,2,2,13,2,0,0,37,4
448,Separated,Jail Inmate,2,45606,9,22,31,4,8,0,31,33
449,Single,Jail Inmate,0,,3,1,5,0,0,0,20,2
450,Single,Jail Inmate,0,,0,2,2,0,0,0,18,1
451,Single,Pretrial Defendant,0,,4,2,7,1,4,0,12,7
452,Divorced,Jail Inmate,0,,1,1,2,0,0,0,59,0
453,Divorced,Pretrial Defendant,0,,,,,,,,,0
454,Single,Jail Inmate,0,,3,5,9,2,1,0,15,14
455,Married,Jail Inmate,0,,4,3,8,0,2,0,29,6
456,Single,Jail Inmate,0,,8,3,15,0,1,0,30,11
457,Separated,Jail Inmate,0,,3,4,8,4,0,0,37,6
458,Single,Jail Inmate,0,,,,,,,,,0
459,Single,Jail Inmate,0,,5,1,21,0,1,0,22,1
460,Single,Jail Inmate,0,,3,2,6,0,0,0,31,3
461,Single,Jail Inmate,0,,1,2,3,0,0,0,21,3
462,Single,Jail Inmate,0,,1,0,3,0,0,0,24,1
463,Single,Jail Inmate,0,,1,1,3,0,0,0,42,1
464,Single,Jail Inmate,0,,5,2,10,1,0,0,18,2
465,Divorced,Jail Inmate,0,,1,1,3,0,2,0,36,2
466,Single,Jail Inmate,2,62040,3,5,8,3,0,0,40,8
467,Single,Jail Inmate,0,,21,6,38,1,3,0,17,20
468,Single,Jail Inmate,0,,0,1,3,0,0,0,25,0
469,Single,Jail Inmate,0,,4,2,10,2,1,0,19,2
470,Single,Jail Inmate,0,,,,,,,,,0
471,Single,Jail Inmate,0,,3,1,5,0,0,0,22,6
472,Single,Jail Inmate,1,38456,3,7,13,2,0,0,16,11
473,Single,Jail Inmate,0,,1,2,3,0,2,0,16,2
474,Married,Jail Inmate,0,,2,0,2,0,0,0,49,2
475,Single,Jail Inmate,0,,1,0,3,0,0,0,54,1
476,Single,Jail Inmate,0,,1,0,1,0,0,0,19,1
477,Single,Jail Inmate,0,,1,2,3,0,2,0,51,3
478,Single,Jail Inmate,1,19684,6,27,44,9,0,0,20,38
479,Single,Jail Inmate,0,,1,1,2,0,0,0,40,2
480,Single,Jail Inmate,0,,4,7,11,3,2,0,18,8
481,Single,Jail Inmate,0,,13,8,32,0,0,0,36,38
482,Single,Jail Inmate,3,9268,7,2,10,0,3,0,31,14
483,Single,Jail Inmate,0,,1,1,4,0,0,0,23,2
484,Single,Jail Inmate,0,,2,6,11,0,0,0,22,7
485,Single,Jail Inmate,0,,9,3,14,0,0,0,17,3
486,Single,Jail Inmate,0,,0,1,2,1,0,0,18,1
487,Single,Pretrial Defendant,1,11305,56,25,98,5,10,0,34,95
488,Single,Jail Inmate,0,,2,0,3,0,0,0,34,0
489,Significant Other,Jail Inmate,0,,9,1,22,0,2,0,22,3
490,Single,Pretrial Defendant,0,,,,,,,,,0
491,Married,Pretrial Defendant,0,,1,1,2,0,2,0,45,2
492,Single,Jail Inmate,0,,2,1,4,0,2,0,19,0
493,Single,Jail Inmate,0,,1,5,7,1,0,0,38,5
494,Single,Pretrial Defendant,0,,4,2,10,1,2,0,17,3
495,Single,Jail Inmate,0,,0,1,1,0,0,0,33,1
496,Single,Jail Inmate,0,,7,6,17,1,3,0,19,7
496,Unknown,Jail Inmate,0,,7,6,17,1,3,0,19,14
497,Single,Jail Inmate,0,,5,0,8,0,0,0,18,4
498,Divorced,Jail Inmate,0,,2,2,12,0,0,0,23,2
499,Single,Pretrial Defendant,0,,5,3,9,0,5,0,20,8
500,Single,Jail Inmate,0,,3,2,10,0,2,0,18,1
501,Married,Jail Inmate,0,,1,0,1,0,0,0,34,1
502,Single,Jail Inmate,0,,0,1,4,1,0,0,20,1
503,Single,Pretrial Defendant,0,,2,4,12,1,1,0,20,12
504,Single,Jail Inmate,0,,1,2,7,0,0,0,25,2
505,Single,Jail Inmate,0,,0,1,1,1,0,0,27,1
506,Single,Jail Inmate,0,,1,10,12,2,0,0,18,12
507,Single,Pretrial Defendant,0,,7,2,15,0,5,0,21,15
508,Single,Jail Inmate,2,9545,1,4,5,1,2,0,33,5
509,Single,Jail Inmate,0,,1,0,1,0,0,0,26,1
510,Married,Jail Inmate,0,,3,0,5,1,0,0,44,5
511,Married,Pretrial Defendant,0,,2,1,5,0,0,0,27,3
512,Single,Jail Inmate,0,,0,2,3,2,0,0,20,2
513,Married,Pretrial Defendant,0,,,,,,,,,0
514,Single,Jail Inmate,0,,,,,,,,,0
515,Single,Jail Inmate,0,,5,0,19,0,1,0,20,4
516,Single,Jail Inmate,3,64165,22,14,60,2,1,0,14,41
517,Single,Jail Inmate,0,,3,1,8,1,1,0,17,3
518,Single,Jail Inmate,0,,4,5,9,1,2,0,36,9
519,Single,Jail Inmate,0,,,,,,,,,0
520,Separated,Jail Inmate,0,,8,3,15,0,0,0,30,18
521,Single,Pretrial Defendant,0,,4,1,5,0,2,0,27,3
522,Single,Jail Inmate,0,,0,5,6,1,0,0,29,4
523,Single,Jail Inmate,0,,3,1,9,0,0,0,16,2
524,Single,Jail Inmate,0,,1,0,3,0,0,0,18,1
525,Married,Jail Inmate,0,,1,0,4,0,0,0,34,1
526,Significant Other,Jail Inmate,0,,2,1,7,0,1,0,17,0
527,Divorced,Jail Inmate,0,,3,0,7,2,0,0,47,3
528,Single,Pretrial Defendant,0,,4,6,16,2,2,0,27,18
529,Single,Residential Program,0,,,,,,,,,0
530,Single,Jail Inmate,0,,1,3,4,1,0,0,18,4
531,Single,Jail Inmate,1,36960,8,8,20,1,6,0,17,28
532,Single,Pretrial Defendant,0,,1,1,6,0,1,0,19,3
533,Single,Jail Inmate,0,,3,1,10,0,0,0,19,2
534,Single,Pretrial Defendant,0,,1,2,3,1,0,0,17,3
535,Single,Pretrial Defendant,0,,0,1,1,0,0,0,26,1
536,Single,Jail Inmate,0,,1,0,1,0,0,0,43,1
537,Single,Jail Inmate,0,,3,6,11,3,2,0,37,13
538,Single,Jail Inmate,0,,5,3,14,0,2,0,17,13
539,Single,Jail Inmate,0,,,,,,,,,0
540,Single,Jail Inmate,0,,1,0,2,0,0,0,58,1
541,Single,Pretrial Defendant,0,,0,0,2,0,0,0,24,0
542,Single,Jail Inmate,1,2504,9,8,18,2,4,0,16,8
543,Divorced,Jail Inmate,2,15366,4,3,8,1,0,0,31,7
544,Single,Jail Inmate,0,,1,0,3,0,0,0,25,1
545,Single,Pretrial Defendant,0,,0,1,1,0,0,0,17,1
546,Single,Jail Inmate,0,,9,1,14,0,0,0,26,15
547,Single,Jail Inmate,0,,0,1,2,0,1,0,27,2
548,Single,Jail Inmate,0,,2,1,3,1,0,0,17,1
549,Married,Jail Inmate,0,,14,4,26,1,7,0,17,32
550,Single,Jail Inmate,0,,5,10,16,0,0,0,21,15
551,Single,Pretrial Defendant,0,,6,7,15,0,5,0,18,20
552,Single,Jail Inmate,0,,4,0,11,0,3,0,18,4
553,Single,Pretrial Defendant,6,110105,12,30,56,5,16,0,27,61
554,Single,Jail Inmate,0,,3,0,5,0,0,0,24,1
555,Single,Pretrial Defendant,0,,0,2,5,1,0,0,31,2
556,Single,Pretrial Defendant,0,,11,0,16,0,0,0,14,10
557,Single,Jail Inmate,0,,8,14,24,2,0,0,18,22
558,Single,Jail Inmate,0,,2,19,21,6,0,0,20,4
559,Single,Jail Inmate,0,,1,6,7,0,4,0,20,6
560,Single,Jail Inmate,0,,3,1,20,0,1,0,20,6
561,Divorced,Jail Inmate,0,,2,0,14,0,0,0,28,2
562,Single,Jail Inmate,0,,1,0,3,0,0,0,25,2
563,Married,Jail Inmate,0,,4,0,6,0,1,0,44,1
564,Single,Jail Inmate,0,,0,1,1,0,1,0,24,1
565,Married,Jail Inmate,0,,3,1,4,0,0,0,38,1
566,Single,Jail Inmate,0,,11,4,17,1,5,0,18,18
567,Single,Jail Inmate,0,,2,0,7,0,0,0,46,2
568,Single,Jail Inmate,0,,,,,,,,,0
569,Single,Jail Inmate,0,,0,1,17,1,0,0,20,1
570,Single,Jail Inmate,0,,,,,,,,,0
571,Married,Jail Inmate,0,,3,0,8,0,0,0,32,2
572,Separated,Jail Inmate,0,,0,4,8,3,0,0,32,2
573,Married,Jail Inmate,0,,4,0,7,0,1,0,23,1
574,Single,Pretrial Defendant,0,,2,0,2,0,0,0,21,2
575,Single,Jail Inmate,0,,1,0,1,0,0,0,21,1
576,Single,Jail Inmate,0,,9,2,29,0,5,0,17,12
577,Single,Jail Inmate,0,,4,6,11,2,2,0,35,18
578,Single,Pretrial Defendant,0,,2,0,8,0,0,0,17,3
579,Single,Jail Inmate,0,,3,5,11,3,1,0,18,6
580,Single,Jail Inmate,0,,4,0,4,0,0,0,18,3
581,Single,Jail Inmate,0,,33,7,40,2,0,0,18,38
582,Single,Jail Inmate,0,,3,0,3,0,0,0,26,1
583,Single,Pretrial Defendant,0,,16,17,44,2,3,0,27,43
584,Single,Jail Inmate,0,,4,5,19,1,4,0,22,17
585,Single,Jail Inmate,0,,9,8,18,2,3,0,19,18
586,Single,Jail Inmate,0,,5,1,13,0,2,0,33,5
587,Divorced,Pretrial Defendant,1,612,1,0,2,1,0,0,51,4
588,Single,Jail Inmate,0,,10,1,17,0,6,0,18,10
589,Single,Jail Inmate,0,,5,1,6,0,0,0,34,4
590,Single,Jail Inmate,4,559764,24,55,84,13,4,0,17,108
591,Single,Jail Inmate,0,,0,1,6,1,0,0,20,1
592,Single,Jail Inmate,0,,14,10,26,0,11,0,38,34
593,Single,Jail Inmate,0,,,,,,,,,0
594,Single,Jail Inmate,0,,1,0,1,0,0,0,48,1
595,Single,Jail Inmate,0,,9,4,18,0,5,0,18,11
596,Single,Jail Inmate,0,,1,1,2,0,0,0,25,2
597,Single,Jail Inmate,0,,21,6,56,0,10,0,18,47
598,Single,Pretrial Defendant,1,6194,9,7,18,0,9,0,18,19
599,Married,Jail Inmate,0,,4,3,12,0,5,0,21,7
600,Single,Jail Inmate,0,,2,1,3,0,0,0,25,1
601,Single,Pretrial Defendant,0,,6,12,20,0,2,0,41,29
602,Separated,Jail Inmate,0,,11,15,41,0,11,0,23,38
602,Single,Jail Inmate,0,,11,15,41,0,11,0,23,41
603,Single,Jail Inmate,1,8996,1,3,6,2,0,0,17,4
604,Single,Jail Inmate,0,,2,6,9,2,0,0,15,0
605,Single,Pretrial Defendant,0,,5,2,14,0,2,0,15,4
606,Married,Jail Inmate,0,,1,0,2,0,0,0,39,0
607,Married,Jail Inmate,0,,1,0,1,0,0,0,63,0
608,Single,Jail Inmate,0,,4,1,5,0,0,0,22,5
609,Married,Jail Inmate,0,,1,1,4,1,0,0,65,2
610,Single,Jail Inmate,0,,6,2,25,0,0,0,25,5
611,Married,Jail Inmate,2,19320,5,5,19,1,0,0,46,14
612,Single,Jail Inmate,0,,24,9,35,4,2,0,18,30
613,Single,Jail Inmate,0,,5,5,17,2,3,0,46,15
614,Single,Jail Inmate,0,,0,2,18,0,0,0,25,2
615,Married,Jail Inmate,0,,0,0,1,0,0,0,42,0
616,Single,Jail Inmate,0,,7,1,16,0,0,0,25,3
617,Single,Jail Inmate,0,,3,1,6,1,0,0,52,1
618,Single,Pretrial Defendant,0,,28,6,68,0,1,0,15,38
619,Single,Jail Inmate,1,5848,2,5,7,2,0,0,27,8
620,Married,Pretrial Defendant,0,,3,4,8,0,0,0,43,6
621,Single,Pretrial Defendant,0,,1,2,3,2,0,0,20,3
622,Single,Pretrial Defendant,0,,3,0,3,0,0,0,37,3
623,Single,Jail Inmate,0,,1,0,1,0,0,0,54,1
624,Single,Jail Inmate,0,,0,1,1,0,1,0,19,1
625,Single,Jail Inmate,0,,1,2,8,0,0,0,19,2
626,Married,Jail Inmate,0,,1,0,1,1,0,0,30,1
627,Single,Jail Inmate,0,,9,12,23,5,11,0,23,23
628,Single,Jail Inmate,0,,3,0,15,0,1,0,19,0
629,Single,Jail Inmate,0,,1,0,4,0,0,0,18,0
630,Single,Jail Inmate,0,,5,1,11,0,0,0,20,9
631,Divorced,Pretrial Defendant,0,,5,0,7,0,0,0,42,7
632,Single,Pretrial Defendant,0,,1,1,3,1,0,0,57,3
633,Widowed,Jail Inmate,0,,5,2,10,0,0,0,48,6
634,Unknown,Pretrial Defendant,0,,3,2,9,0,2,0,39,10
635,Single,Jail Inmate,2,8018,8,7,30,1,11,0,22,19
636,Single,Jail Inmate,0,,5,1,10,0,1,0,18,5
637,Single,Pretrial Defendant,0,,4,9,13,0,6,0,18,7
638,Single,Jail Inmate,0,,11,14,31,4,7,0,18,51
639,Single,Jail Inmate,0,,0,2,2,0,0,0,37,2
640,Single,Jail Inmate,0,,3,4,7,1,1,0,18,6
641,Single,Jail Inmate,0,,2,0,4,0,0,0,27,0
642,Single,Pretrial Defendant,0,,2,0,4,0,0,0,39,4
643,Single,Jail Inmate,2,24358,6,9,15,4,1,0,18,19
644,Single,Jail Inmate,7,272100,24,22,60,6,10,0,18,50
645,Single,Jail Inmate,0,,1,6,9,2,2,0,18,9
646,Unknown,Jail Inmate,0,,6,0,11,0,0,0,44,1
647,Single,Jail Inmate,0,,0,1,1,0,0,0,33,0
648,Single,Jail Inmate,6,15696,2,3,5,0,2,0,53,4
649,Single,Pretrial Defendant,0,,7,0,9,0,6,0,22,4
650,Married,Jail Inmate,0,,0,0,1,0,0,0,35,0
651,Single,Jail Inmate,0,,4,2,14,1,0,0,18,6
652,Single,Jail Inmate,0,,,,,,,,,0
653,Single,Jail Inmate,0,,15,4,24,0,4,0,14,0
654,Married,Jail Inmate,0,,0,1,2,1,0,0,30,1
655,Single,Jail Inmate,0,,3,1,17,0,0,0,23,3
656,Single,Jail Inmate,0,,3,1,6,0,0,0,24,3
657,Single,Jail Inmate,0,,4,6,11,3,0,0,18,9
658,Single,Jail Inmate,0,,2,0,4,0,0,0,18,1
659,Single,Jail Inmate,0,,8,1,10,0,0,0,16,3
660,Single,Jail Inmate,0,,3,1,13,0,1,0,22,3
661,Single,Jail Inmate,0,,2,1,4,0,2,0,31,3
662,Single,Jail Inmate,0,,2,1,3,0,3,0,21,3
663,Single,Jail Inmate,0,,1,0,9,0,0,0,27,3
664,Married,Jail Inmate,0,,2,0,4,0,0,0,31,0
665,Single,Jail Inmate,0,,1,1,4,1,0,0,26,0
666,Married,Jail Inmate,0,,,,,,,,,0
667,Married,Jail Inmate,0,,6,1,19,0,2,0,18,6
668,Married,Jail Inmate,0,,2,3,10,2,0,0,18,2
669,Single,Jail Inmate,0,,2,3,6,1,0,0,16,2
670,Single,Jail Inmate,0,,,,,,,,,0
671,Single,Jail Inmate,1,464,,,,,,,,0
672,Single,Jail Inmate,0,,0,2,3,1,0,0,21,2
673,Single,Pretrial Defendant,0,,3,2,10,0,0,0,24,3
674,Significant Other,Jail Inmate,0,,2,1,6,0,0,0,19,2
674,Single,Jail Inmate,0,,2,1,6,0,0,0,19,3
675,Married,Jail Inmate,0,,2,3,8,0,1,0,41,8
676,Single,Jail Inmate,0,,10,9,23,5,1,0,18,17
677,Single,Pretrial Defendant,0,,0,1,5,0,0,0,20,2
678,Single,Jail Inmate,0,,5,1,11,1,0,0,36,6
679,Single,Jail Inmate,0,,1,1,7,1,0,0,23,2
680,Married,Jail Inmate,0,,4,6,10,3,3,0,18,11
681,Significant Other,Jail Inmate,0,,1,0,2,0,0,0,22,1
682,Single,Jail Inmate,0,,1,7,8,1,0,0,17,12
683,Single,Jail Inmate,0,,1,0,2,0,0,0,29,1
684,Married,Pretrial Defendant,2,47040,7,27,44,12,0,0,26,49
685,Single,Jail Inmate,2,1704,1,5,8,2,0,0,23,3
686,Single,Jail Inmate,0,,2,0,2,0,0,0,38,1
687,Single,Jail Inmate,0,,2,2,5,1,3,0,16,1
688,Single,Jail Inmate,0,,13,9,49,1,8,0,18,39
689,Single,Pretrial Defendant,4,81252,17,15,38,2,18,0,30,37
690,Single,Jail Inmate,0,,,,,,,,,0
691,Single,Jail Inmate,0,,4,5,15,0,1,0,21,2
692,Single,Jail Inmate,0,,7,1,14,0,4,0,18,7
693,Married,Jail Inmate,0,,11,7,25,5,0,0,44,15
694,Single,Jail Inmate,0,,5,5,11,3,0,0,18,8
695,Significant Other,Jail Inmate,0,,,,,,,,,0
696,Single,Pretrial Defendant,0,,3,7,18,0,5,0,28,8
697,Single,Jail Inmate,0,,5,3,14,0,0,0,43,10
698,Divorced,Pretrial Defendant,0,,1,1,16,1,0,0,28,2
699,Single,Jail Inmate,0,,4,0,5,0,0,0,57,4
700,Single,Jail Inmate,0,,14,5,27,2,7,0,17,23
701,Single,Jail Inmate,0,,5,3,11,0,6,0,18,13
702,Single,Jail Inmate,0,,,,,,,,,0
703,Divorced,Pretrial Defendant,0,,7,1,18,0,0,0,47,12
704,Married,Jail Inmate,0,,0,1,11,1,0,0,31,0
705,Single,Jail Inmate,0,,0,1,5,0,0,0,19,1
706,Single,Jail Inmate,0,,2,2,4,0,1,0,34,4
707,Single,Jail Inmate,0,,8,3,17,1,0,0,17,7
708,Single,Jail Inmate,11,136112,34,20,55,1,27,0,26,47
709,Separated,Jail Inmate,0,,13,2,24,0,5,0,16,5
709,Separated,Pretrial Defendant,0,,13,2,24,0,5,0,16,6
710,Separated,Jail Inmate,0,,5,2,11,0,5,0,34,6
711,Single,Jail Inmate,0,,6,5,29,1,0,0,17,13
712,Married,Jail Inmate,0,,2,0,2,0,0,0,40,1
713,Single,Jail Inmate,9,167772,26,17,45,3,7,0,30,33
714,Married,Jail Inmate,0,,6,0,9,0,0,0,33,5
715,Single,Jail Inmate,0,,5,1,13,2,0,0,17,4
716,Single,Jail Inmate,0,,3,1,11,0,0,0,19,4
717,Single,Pretrial Defendant,7,189111,11,16,34,1,12,0,24,39
718,Single,Jail Inmate,0,,5,4,9,0,0,0,18,3
719,Single,Pretrial Defendant,0,,1,1,3,0,2,0,21,2
720,Married,Jail Inmate,0,,1,2,3,0,0,0,48,0
721,Single,Jail Inmate,0,,0,2,2,0,2,0,21,2
722,Single,Jail Inmate,0,,3,5,11,0,8,0,24,12
723,Single,Pretrial Defendant,0,,0,1,1,0,0,0,45,1
724,Single,Jail Inmate,0,,8,2,14,0,1,0,38,6
725,Single,Pretrial Defendant,1,5184,3,3,7,2,0,0,29,8
726,Single,Jail Inmate,0,,7,4,17,0,4,0,31,4
727,Single,Pretrial Defendant,0,,0,1,1,1,0,0,54,1
728,Single,Jail Inmate,0,,8,1,43,0,0,0,23,6
729,Married,Pretrial Defendant,0,,5,2,22,1,0,0,53,2
730,Single,Jail Inmate,0,,1,1,2,0,0,0,32,2
731,Single,Pretrial Defendant,0,,0,4,5,1,0,0,55,5
732,Single,Pretrial Defendant,0,,2,0,7,0,0,0,21,2
733,Divorced,Jail Inmate,0,,1,0,2,0,0,0,50,2
734,Significant Other,Jail Inmate,0,,0,1,1,0,0,0,33,0
735,Single,Jail Inmate,0,,0,6,6,0,0,0,26,6
736,Married,Jail Inmate,0,,5,0,19,0,3,0,23,3
737,Single,Pretrial Defendant,0,,19,7,36,0,1,0,17,18
738,Single,Jail Inmate,0,,7,3,16,1,0,0,15,4
739,Single,Jail Inmate,0,,2,1,3,1,0,0,23,4
740,Divorced,Jail Inmate,0,,11,6,33,0,3,0,32,7
741,Single,Jail Inmate,0,,,,,,,,,0
742,Single,Jail Inmate,0,,1,1,3,0,2,0,31,3
743,Single,Jail Inmate,0,,0,4,6,1,0,0,23,3
744,Single,Jail Inmate,3,260021,12,23,41,2,14,0,16,43
745,Single,Jail Inmate,0,,1,0,14,0,0,0,22,1
746,Single,Jail Inmate,1,2511,6,7,13,7,0,0,16,9
747,Single,Jail Inmate,0,,3,9,15,0,2,0,18,26
747,Single,Pretrial Defendant,0,,3,9,15,0,2,0,18,26
748,Single,Jail Inmate,0,,,,,,,,,0
749,Single,Pretrial Defendant,1,6980,6,3,16,0,4,0,34,10
750,Single,Pretrial Defendant,1,13804,15,46,67,3,4,0,18,68
751,Separated,Jail Inmate,0,,1,2,3,1,0,0,53,3
752,Unknown,Jail Inmate,0,,3,0,3,0,0,0,27,1
753,Married,Jail Inmate,0,,1,0,4,0,0,0,36,1
754,Single,Jail Inmate,0,,7,7,17,0,3,0,20,4
755,Single,Jail Inmate,0,,14,4,20,0,10,0,18,27
756,Widowed,Pretrial Defendant,0,,2,0,6,0,0,0,53,3
757,Divorced,Jail Inmate,0,,1,1,3,0,1,0,35,3
758,Single,Jail Inmate,0,,8,1,10,0,6,0,19,2
759,Married,Probation,0,,2,0,11,2,0,0,22,2
760,Single,Jail Inmate,1,22464,7,8,21,0,4,0,18,13
761,Divorced,Pretrial Defendant,0,,,,,,,,,0
762,Single,Jail Inmate,0,,4,1,12,0,0,0,24,10
763,Single,Jail Inmate,0,,13,9,32,4,10,0,18,12
764,Single,Jail Inmate,0,,33,5,42,2,3,0,27,48
765,Single,Jail Inmate,5,239070,32,20,66,5,9,0,30,65
766,Single,Jail Inmate,0,,,,,,,,,0
767,Single,Pretrial Defendant,0,,,,,,,,,0
768,Single,Jail Inmate,0,,0,2,2,2,0,0,21,1
769,Single,Jail Inmate,0,,3,3,14,0,4,0,21,6
770,Separated,Jail Inmate,0,,4,0,10,0,0,0,43,5
771,Significant Other,Jail Inmate,0,,0,1,1,1,0,0,32,0
772,Married,Pretrial Defendant,0,,1,2,3,1,0,0,70,3
773,Significant Other,Jail Inmate,0,,1,0,4,0,0,0,29,1
774,Single,Jail Inmate,0,,3,1,4,0,2,0,19,4
775,Single,Jail Inmate,2,32960,12,21,35,3,7,0,23,32
776,Married,Jail Inmate,0,,,,,,,,,0
777,Single,Jail Inmate,0,,5,1,19,0,0,0,33,1
778,Single,Jail Inmate,0,,2,2,5,2,0,0,19,4
779,Single,Pretrial Defendant,0,,13,1,37,0,0,0,22,17
780,Single,Jail Inmate,1,12832,3,4,10,0,0,0,16,16
781,Single,Jail Inmate,0,,16,6,33,1,5,0,32,23
782,Single,Jail Inmate,0,,1,1,2,0,0,0,53,1
783,Single,Jail Inmate,0,,0,1,2,1,0,0,56,1
784,Single,Jail Inmate,0,,3,4,7,3,1,0,29,9
785,Married,Jail Inmate,0,,1,0,2,0,0,0,23,1
786,Divorced,Jail Inmate,0,,5,0,6,0,0,0,46,0
787,Single,Jail Inmate,0,,8,3,28,2,0,0,21,10
788,Single,Jail Inmate,0,,4,0,25,0,0,0,22,2
789,Single,Jail Inmate,0,,2,1,7,1,0,0,19,2
790,Single,Jail Inmate,0,,4,4,19,0,0,0,23,7
791,Single,Jail Inmate,0,,0,2,2,0,0,0,20,2
792,Single,Jail Inmate,0,,3,0,3,0,2,0,22,0
793,Single,Jail Inmate,7,314360,20,20,41,1,10,0,31,29
794,Single,Jail Inmate,0,,10,2,13,0,8,0,21,8
795,Married,Jail Inmate,0,,1,0,5,0,0,0,35,0
796,Single,Jail Inmate,0,,2,1,5,0,1,0,21,0
797,Divorced,Jail Inmate,0,,7,1,16,0,0,0,56,8
798,Divorced,Jail Inmate,0,,4,1,7,0,0,0,45,1
799,Unknown,Jail Inmate,0,,2,3,9,1,0,0,35,5
800,Single,Jail Inmate,0,,1,1,2,0,0,0,52,1
801,Married,Jail Inmate,0,,1,0,5,0,0,0,17,0
802,Single,Jail Inmate,0,,3,2,7,0,0,0,18,5
803,Single,Jail Inmate,1,9751,6,5,17,6,0,0,32,7
804,Single,Jail Inmate,0,,6,2,8,0,3,0,19,2
805,Single,Pretrial Defendant,0,,7,2,15,0,7,0,18,4
806,Single,Jail Inmate,0,,0,1,7,0,0,0,21,1
807,Single,Jail Inmate,0,,1,0,1,0,0,0,19,1
808,Single,Jail Inmate,0,,9,2,26,1,1,0,12,5
809,Single,Jail Inmate,0,,2,1,4,0,1,0,51,1
810,Single,Jail Inmate,0,,6,0,6,0,1,0,15,1
811,Single,Jail Inmate,0,,1,1,2,1,0,0,27,2
812,Single,Jail Inmate,0,,2,1,10,0,0,0,23,3
813,Single,Jail Inmate,0,,11,6,28,2,2,0,17,15
814,Single,Pretrial Defendant,0,,1,1,4,0,1,0,26,1
815,Single,Pretrial Defendant,0,,8,6,19,6,0,0,19,12
816,Single,Jail Inmate,2,24800,5,11,19,3,0,0,19,31
817,Single,Jail Inmate,0,,2,2,16,1,0,0,33,3
818,Single,Jail Inmate,0,,1,1,3,0,2,0,23,2
819,Single,Jail Inmate,0,,1,0,5,0,0,0,19,0
820,Single,Jail Inmate,2,15650,17,23,48,1,13,0,16,50
821,Single,Jail Inmate,0,,0,2,2,1,0,0,32,2
822,Single,Pretrial Defendant,5,161044,26,19,67,2,4,0,17,76
823,Married,Jail Inmate,5,90316,22,9,47,0,1,0,19,67
824,Single,Pretrial Defendant,0,,,,,,,,,0
825,Single,Pretrial Defendant,0,,16,8,26,2,0,0,15,22
826,Single,Jail Inmate,0,,2,3,10,1,1,0,19,4
827,Single,Jail Inmate,0,,4,9,24,4,0,0,18,19
828,Single,Jail Inmate,1,284,1,1,2,0,0,0,25,2
829,Single,Jail Inmate,0,,8,5,23,0,7,0,16,14
830,Single,Jail Inmate,0,,1,3,6,1,1,0,18,2
831,Single,Jail Inmate,0,,2,0,2,0,0,0,30,1
832,Married,Jail Inmate,0,,1,0,1,0,0,0,69,1
833,Single,Jail Inmate,0,,1,0,2,1,0,0,19,1
834,Widowed,Jail Inmate,0,,1,0,7,0,0,0,65,0
835,Single,Jail Inmate,1,8540,7,5,14,1,0,0,18,10
836,Single,Pretrial Defendant,0,,7,0,15,0,0,0,39,9
837,Married,Jail Inmate,0,,8,5,30,0,1,0,30,9
838,Single,Jail Inmate,0,,4,0,8,0,0,0,30,2
839,Single,Jail Inmate,0,,0,1,2,0,0,0,37,1
840,Single,Jail Inmate,0,,0,1,1,0,0,0,24,1
841,Single,Jail Inmate,0,,2,1,3,0,3,0,19,1
842,Married,Pretrial Defendant,0,,0,1,7,0,0,0,43,0
843,Single,Jail Inmate,0,,8,3,23,2,2,0,19,15
844,Married,Jail Inmate,1,5490,5,9,15,0,2,0,50,15
845,Single,Jail Inmate,0,,1,0,9,0,0,0,19,1
